Flight_ID,Departure_Time,Arrival_Time,Actual_Departure_Time,Actual_Arrival_Time,Departure_Airport,Arrival_Airport,Flight_Distance,Aircraft_Type,Delayed,Wind_Speed,Weather,Loss_Cost
Flight738,2023-08-03 21:45:00,2023-08-04 07:40:00,2023-08-03 21:45:36.000,2023-08-04 07:40:36.000,AIR6,AIR3,1810,A319,True,5,rainy,210.0
Flight739,2023-02-02 14:56:00,2023-02-02 16:39:00,2023-02-02 15:00:33.600,2023-02-02 16:43:33.600,AIR1,AIR7,2216,A320,True,38,rainy,1486.5600000000002
Flight740,2023-07-12 16:27:00,2023-07-13 00:37:00,2023-07-12 16:29:45.600,2023-07-13 00:39:45.600,AIR4,AIR0,774,A380,True,23,rainy,723.1199999999999
Flight741,2023-11-22 10:10:00,2023-11-22 16:45:00,2023-11-22 10:15:06.000,2023-11-22 16:50:06.000,AIR5,AIR8,1903,A320,True,34,stormy,1254.6
Flight742,2023-05-28 16:58:00,2023-05-28 22:30:00,2023-05-28 17:02:19.200,2023-05-28 22:34:19.200,AIR6,AIR9,1787,Boeing 737,True,36,rainy,1235.5199999999998
Flight743,2023-10-04 13:52:00,2023-10-04 20:22:00,2023-10-04 13:56:21.000,2023-10-04 20:26:21.000,AIR3,AIR9,154,A320,True,29,stormy,1626.8999999999999
Flight744,2023-04-08 07:43:00,2023-04-08 09:58:00,2023-04-08 07:47:40.800,2023-04-08 10:02:40.800,AIR9,AIR1,446,Boeing 777,True,39,rainy,964.0800000000002
Flight745,2023-05-12 19:47:00,2023-05-12 23:01:00,2023-05-12 19:50:18.000,2023-05-12 23:04:18.000,AIR6,AIR6,1041,A380,True,22,stormy,660.0
Flight746,2023-11-21 07:58:00,2023-11-21 14:40:00,2023-11-21 08:02:26.400,2023-11-21 14:44:26.400,AIR8,AIR3,1389,A380,True,37,rainy,959.0399999999998
Flight747,2023-10-28 08:46:00,2023-10-28 18:06:00,2023-10-28 08:46:00.000,2023-10-28 18:06:00.000,AIR9,AIR3,2341,A321,False,0,rainy,0.0
Flight748,2023-02-02 06:16:00,2023-02-02 08:29:00,2023-02-02 06:16:36.000,2023-02-02 08:29:36.000,AIR8,AIR1,1414,A321,True,6,sunny,169.2
Flight749,2023-11-15 10:34:00,2023-11-15 19:05:00,2023-11-15 10:38:24.000,2023-11-15 19:09:24.000,AIR1,AIR8,2067,Boeing 777,True,44,sunny,915.2
Flight750,2023-03-24 06:40:00,2023-03-24 09:21:00,2023-03-24 06:42:24.000,2023-03-24 09:23:24.000,AIR5,AIR9,1236,Boeing 737,True,24,sunny,614.4
Flight751,2023-12-16 02:18:00,2023-12-16 09:03:00,2023-12-16 02:18:27.000,2023-12-16 09:03:27.000,AIR7,AIR9,1152,A380,True,3,stormy,170.1
Flight752,2023-08-18 13:09:00,2023-08-18 19:02:00,2023-08-18 13:10:21.000,2023-08-18 19:03:21.000,AIR2,AIR3,585,A340,True,9,stormy,329.40000000000003
Flight753,2023-07-09 07:23:00,2023-07-09 16:41:00,2023-07-09 07:27:42.000,2023-07-09 16:45:42.000,AIR5,AIR6,416,A321,True,47,sunny,1071.6000000000001
Flight754,2023-09-17 06:00:00,2023-09-17 07:22:00,2023-09-17 06:04:36.000,2023-09-17 07:26:36.000,AIR4,AIR5,1345,A320,True,46,sunny,1140.8
Flight755,2023-07-25 08:22:00,2023-07-25 13:33:00,2023-07-25 08:26:00.000,2023-07-25 13:37:00.000,AIR6,AIR2,694,A340,True,40,sunny,856.0
Flight756,2023-09-24 02:32:00,2023-09-24 10:01:00,2023-09-24 02:36:26.400,2023-09-24 10:05:26.400,AIR5,AIR0,2387,A319,True,37,rainy,1021.1999999999999
Flight757,2023-10-03 08:13:00,2023-10-03 12:52:00,2023-10-03 08:17:30.000,2023-10-03 12:56:30.000,AIR0,AIR0,492,Boeing 737,True,30,stormy,1251.0
Flight758,2023-06-01 20:53:00,2023-06-02 03:49:00,2023-06-01 20:55:18.000,2023-06-02 03:51:18.000,AIR5,AIR9,1236,Boeing 737,True,23,sunny,809.5999999999999
Flight759,2023-04-22 01:26:00,2023-04-22 04:52:00,2023-04-22 01:29:48.000,2023-04-22 04:55:48.000,AIR9,AIR8,2340,Boeing 737,True,38,sunny,1337.6
Flight760,2023-09-21 19:10:00,2023-09-21 20:37:00,2023-09-21 19:12:51.000,2023-09-21 20:39:51.000,AIR7,AIR1,957,A320,True,19,stormy,798.0
Flight761,2023-05-10 14:06:00,2023-05-10 23:58:00,2023-05-10 14:07:26.400,2023-05-10 23:59:26.400,AIR2,AIR9,847,Boeing 777,True,12,rainy,334.08000000000004
Flight762,2023-03-19 23:52:00,2023-03-20 02:00:00,2023-03-19 23:55:21.600,2023-03-20 02:03:21.600,AIR0,AIR4,2230,Boeing 777,True,28,rainy,752.64
Flight763,2023-11-05 03:35:00,2023-11-05 07:06:00,2023-11-05 03:35:45.000,2023-11-05 07:06:45.000,AIR0,AIR5,2078,A340,True,5,stormy,238.5
Flight764,2023-08-29 20:47:00,2023-08-30 03:33:00,2023-08-29 20:50:48.000,2023-08-30 03:36:48.000,AIR8,AIR8,2136,A321,True,38,sunny,1162.8
Flight765,2023-09-20 19:58:00,2023-09-21 05:35:00,2023-09-20 20:01:36.000,2023-09-21 05:38:36.000,AIR2,AIR7,1512,Boeing 777,True,36,sunny,1260.0
Flight766,2023-06-18 00:10:00,2023-06-18 08:32:00,2023-06-18 00:10:45.000,2023-06-18 08:32:45.000,AIR6,AIR6,1041,Boeing 737,True,5,stormy,169.5
Flight767,2023-11-11 00:02:00,2023-11-11 09:12:00,2023-11-11 00:07:33.000,2023-11-11 09:17:33.000,AIR8,AIR3,1389,A340,True,37,stormy,1398.6
Flight768,2023-10-11 06:34:00,2023-10-11 15:44:00,2023-10-11 06:36:38.400,2023-10-11 15:46:38.400,AIR2,AIR2,426,Boeing 737,True,22,rainy,554.4
Flight769,2023-03-27 16:04:00,2023-03-27 21:12:00,2023-03-27 16:08:30.000,2023-03-27 21:16:30.000,AIR0,AIR9,2051,A340,True,30,stormy,1773.0
Flight770,2023-05-12 22:55:00,2023-05-13 02:55:00,2023-05-12 23:00:51.000,2023-05-13 03:00:51.000,AIR4,AIR7,1842,A321,True,39,stormy,1825.1999999999998
Flight771,2023-05-27 23:15:00,2023-05-28 08:02:00,2023-05-27 23:17:24.000,2023-05-28 08:04:24.000,AIR3,AIR4,2443,A320,True,16,stormy,777.6
Flight772,2023-06-28 04:48:00,2023-06-28 11:57:00,2023-06-28 04:55:03.000,2023-06-28 12:04:03.000,AIR6,AIR7,1837,Boeing 777,True,47,stormy,2030.3999999999999
Flight773,2023-08-31 21:11:00,2023-08-31 23:24:00,2023-08-31 21:14:09.000,2023-08-31 23:27:09.000,AIR1,AIR3,2410,A380,True,21,stormy,945.0
Flight774,2023-05-09 03:17:00,2023-05-09 08:00:00,2023-05-09 03:18:04.800,2023-05-09 08:01:04.800,AIR4,AIR9,790,A321,True,9,rainy,334.79999999999995
Flight775,2023-01-18 16:20:00,2023-01-18 23:18:00,2023-01-18 16:20:06.000,2023-01-18 23:18:06.000,AIR8,AIR7,373,A321,True,1,sunny,29.400000000000002
Flight776,2023-10-24 22:29:00,2023-10-25 07:24:00,2023-10-24 22:35:27.000,2023-10-25 07:30:27.000,AIR4,AIR9,790,A319,True,43,stormy,1793.1000000000001
Flight777,2023-01-01 10:16:00,2023-01-01 14:47:00,2023-01-01 10:18:06.000,2023-01-01 14:49:06.000,AIR0,AIR1,653,A320,True,14,stormy,789.6
Flight778,2023-02-28 03:49:00,2023-02-28 13:18:00,2023-02-28 03:52:36.000,2023-02-28 13:21:36.000,AIR6,AIR9,1787,A380,True,36,sunny,1324.8
Flight779,2023-11-26 14:13:00,2023-11-26 19:43:00,2023-11-26 14:14:33.600,2023-11-26 19:44:33.600,AIR2,AIR1,2256,A321,True,13,rainy,393.11999999999995
Flight780,2023-05-27 14:22:00,2023-05-27 15:38:00,2023-05-27 14:26:12.000,2023-05-27 15:42:12.000,AIR8,AIR6,1428,A319,True,28,stormy,1008.0
Flight781,2023-06-18 07:56:00,2023-06-18 16:13:00,2023-06-18 07:58:02.400,2023-06-18 16:15:02.400,AIR4,AIR5,1345,A380,True,17,rainy,599.76
Flight782,2023-09-20 18:07:00,2023-09-20 19:10:00,2023-09-20 18:08:21.000,2023-09-20 19:11:21.000,AIR6,AIR2,694,A380,True,9,stormy,448.20000000000005
Flight783,2023-09-17 17:31:00,2023-09-17 20:37:00,2023-09-17 17:31:36.000,2023-09-17 20:37:36.000,AIR3,AIR2,1730,A320,True,6,sunny,174.0
Flight784,2023-07-16 10:57:00,2023-07-16 20:02:00,2023-07-16 10:58:03.000,2023-07-16 20:03:03.000,AIR2,AIR9,847,Boeing 737,True,7,stormy,323.40000000000003
Flight785,2023-12-07 23:05:00,2023-12-08 02:43:00,2023-12-07 23:10:16.800,2023-12-08 02:48:16.800,AIR5,AIR4,2213,Boeing 737,True,44,rainy,1784.64
Flight786,2023-10-25 14:34:00,2023-10-25 21:03:00,2023-10-25 14:35:18.000,2023-10-25 21:04:18.000,AIR8,AIR7,373,Boeing 777,True,13,sunny,468.0
Flight787,2023-07-24 13:57:00,2023-07-24 16:37:00,2023-07-24 13:58:55.200,2023-07-24 16:38:55.200,AIR7,AIR3,1358,A320,True,16,rainy,445.44000000000005
Flight788,2023-10-22 13:56:00,2023-10-22 17:12:00,2023-10-22 13:57:30.000,2023-10-22 17:13:30.000,AIR7,AIR8,682,A321,True,15,sunny,558.0
Flight789,2023-03-14 12:40:00,2023-03-14 19:28:00,2023-03-14 12:41:30.000,2023-03-14 19:29:30.000,AIR4,AIR7,1842,Boeing 737,True,10,stormy,354.0
Flight790,2023-08-24 05:55:00,2023-08-24 12:31:00,2023-08-24 05:58:21.600,2023-08-24 12:34:21.600,AIR9,AIR9,476,A340,True,28,rainy,920.64
Flight791,2023-01-24 00:47:00,2023-01-24 05:48:00,2023-01-24 00:47:54.000,2023-01-24 05:48:54.000,AIR3,AIR5,656,A340,True,9,sunny,311.40000000000003
Flight792,2023-06-24 22:26:00,2023-06-25 06:36:00,2023-06-24 22:29:06.000,2023-06-25 06:39:06.000,AIR2,AIR9,847,A319,True,31,sunny,1196.6000000000001
Flight793,2023-09-24 03:26:00,2023-09-24 10:48:00,2023-09-24 03:28:48.000,2023-09-24 10:50:48.000,AIR0,AIR6,1399,A321,True,28,sunny,1007.9999999999999
Flight794,2023-11-21 16:02:00,2023-11-21 17:02:00,2023-11-21 16:07:24.000,2023-11-21 17:07:24.000,AIR2,AIR7,1512,A380,True,45,rainy,1771.2
Flight795,2023-04-24 22:11:00,2023-04-25 03:25:00,2023-04-24 22:12:19.200,2023-04-25 03:26:19.200,AIR8,AIR9,651,A319,True,11,rainy,285.12
Flight796,2023-02-15 16:45:00,2023-02-15 18:42:00,2023-02-15 16:46:30.000,2023-02-15 18:43:30.000,AIR1,AIR9,822,A340,True,10,stormy,369.0
Flight797,2023-09-29 03:00:00,2023-09-29 07:22:00,2023-09-29 03:01:40.800,2023-09-29 07:23:40.800,AIR3,AIR6,1087,A320,True,14,rainy,446.88
Flight798,2023-12-30 10:19:00,2023-12-30 13:16:00,2023-12-30 10:22:54.000,2023-12-30 13:19:54.000,AIR2,AIR1,2256,A321,True,39,sunny,1544.3999999999999
Flight799,2023-05-16 00:46:00,2023-05-16 02:26:00,2023-05-16 00:46:36.000,2023-05-16 02:26:36.000,AIR6,AIR8,1750,A340,True,6,sunny,186.0
Flight800,2023-10-30 23:21:00,2023-10-31 06:15:00,2023-10-30 23:21:36.000,2023-10-31 06:15:36.000,AIR7,AIR9,1152,A319,True,5,rainy,206.4
Flight801,2023-09-07 02:20:00,2023-09-07 12:04:00,2023-09-07 02:22:24.000,2023-09-07 12:06:24.000,AIR5,AIR0,2387,A320,True,16,stormy,628.8
Flight802,2023-10-05 07:56:00,2023-10-05 14:45:00,2023-10-05 07:57:33.600,2023-10-05 14:46:33.600,AIR8,AIR9,651,A340,True,13,rainy,514.8
Flight803,2023-07-17 18:55:00,2023-07-17 20:10:00,2023-07-17 18:59:18.000,2023-07-17 20:14:18.000,AIR9,AIR5,2306,A319,True,43,sunny,1195.3999999999999
Flight804,2023-10-13 15:07:00,2023-10-13 16:48:00,2023-10-13 15:07:00.000,2023-10-13 16:48:00.000,AIR1,AIR3,2410,A340,False,0,sunny,0.0
Flight805,2023-05-12 18:36:00,2023-05-13 03:34:00,2023-05-12 18:38:42.000,2023-05-13 03:36:42.000,AIR1,AIR6,270,Boeing 737,True,27,sunny,718.2
Flight806,2023-01-02 16:42:00,2023-01-02 23:50:00,2023-01-02 16:42:00.000,2023-01-02 23:50:00.000,AIR9,AIR7,1247,A321,False,0,stormy,0.0
Flight807,2023-11-08 03:23:00,2023-11-08 12:39:00,2023-11-08 03:26:36.000,2023-11-08 12:42:36.000,AIR9,AIR9,476,A340,True,24,stormy,806.4
Flight808,2023-12-25 21:14:00,2023-12-26 00:22:00,2023-12-25 21:18:48.000,2023-12-26 00:26:48.000,AIR5,AIR8,1903,A319,True,40,rainy,1545.6
Flight809,2023-06-27 11:22:00,2023-06-27 12:42:00,2023-06-27 11:22:57.600,2023-06-27 12:42:57.600,AIR8,AIR0,865,A320,True,8,rainy,299.52000000000004
Flight810,2023-04-10 03:56:00,2023-04-10 13:54:00,2023-04-10 04:01:51.000,2023-04-10 13:59:51.000,AIR6,AIR0,1692,A321,True,39,stormy,2340.0
Flight811,2023-06-03 23:51:00,2023-06-04 08:43:00,2023-06-03 23:52:48.000,2023-06-04 08:44:48.000,AIR0,AIR8,1803,A320,True,12,stormy,698.4
Flight812,2023-02-02 04:01:00,2023-02-02 10:45:00,2023-02-02 04:02:30.000,2023-02-02 10:46:30.000,AIR4,AIR3,2446,Boeing 737,True,15,sunny,537.0
Flight813,2023-12-25 07:54:00,2023-12-25 09:14:00,2023-12-25 07:56:42.000,2023-12-25 09:16:42.000,AIR0,AIR6,1399,Boeing 737,True,18,stormy,680.4000000000001
Flight814,2023-08-01 09:44:00,2023-08-01 12:56:00,2023-08-01 09:46:48.000,2023-08-01 12:58:48.000,AIR4,AIR6,1427,Boeing 777,True,28,sunny,946.4
Flight815,2023-07-14 07:16:00,2023-07-14 09:38:00,2023-07-14 07:18:45.600,2023-07-14 09:40:45.600,AIR2,AIR8,182,A319,True,23,rainy,601.68
Flight816,2023-05-30 06:43:00,2023-05-30 11:17:00,2023-05-30 06:48:24.000,2023-05-30 11:22:24.000,AIR3,AIR4,2443,Boeing 777,True,45,rainy,2095.2000000000003
Flight817,2023-11-24 00:19:00,2023-11-24 09:05:00,2023-11-24 00:23:36.000,2023-11-24 09:09:36.000,AIR4,AIR0,774,A321,True,46,sunny,1389.1999999999998
Flight818,2023-10-07 20:45:00,2023-10-08 05:34:00,2023-10-07 20:48:43.200,2023-10-08 05:37:43.200,AIR9,AIR7,1247,A380,True,31,rainy,840.7199999999999
Flight819,2023-07-24 21:29:00,2023-07-25 06:11:00,2023-07-24 21:32:18.000,2023-07-25 06:14:18.000,AIR4,AIR2,157,Boeing 777,True,22,stormy,719.4
Flight820,2023-03-23 20:01:00,2023-03-23 21:24:00,2023-03-23 20:06:02.400,2023-03-23 21:29:02.400,AIR2,AIR8,182,Boeing 737,True,42,rainy,1219.68
Flight821,2023-06-25 16:09:00,2023-06-25 21:38:00,2023-06-25 16:12:18.000,2023-06-25 21:41:18.000,AIR9,AIR8,2340,A340,True,22,stormy,838.1999999999999
Flight822,2023-11-11 12:19:00,2023-11-11 13:56:00,2023-11-11 12:22:54.000,2023-11-11 13:59:54.000,AIR7,AIR0,2147,Boeing 737,True,26,stormy,858.0
Flight823,2023-02-11 09:55:00,2023-02-11 16:40:00,2023-02-11 09:59:03.000,2023-02-11 16:44:03.000,AIR3,AIR2,1730,Boeing 777,True,27,stormy,1506.6
Flight824,2023-03-29 03:26:00,2023-03-29 07:01:00,2023-03-29 03:30:42.000,2023-03-29 07:05:42.000,AIR7,AIR6,353,Boeing 737,True,47,sunny,1156.2
Flight825,2023-06-03 01:48:00,2023-06-03 06:14:00,2023-06-03 01:51:07.200,2023-06-03 06:17:07.200,AIR4,AIR5,1345,Boeing 737,True,26,rainy,817.4399999999999
Flight826,2023-07-20 23:16:00,2023-07-21 06:04:00,2023-07-20 23:19:28.800,2023-07-21 06:07:28.800,AIR3,AIR1,1775,A340,True,29,rainy,953.52
Flight827,2023-10-09 10:00:00,2023-10-09 16:11:00,2023-10-09 10:01:40.800,2023-10-09 16:12:40.800,AIR6,AIR6,1041,A340,True,14,rainy,651.84
Flight828,2023-10-14 03:52:00,2023-10-14 04:53:00,2023-10-14 03:52:54.000,2023-10-14 04:53:54.000,AIR9,AIR4,1434,Boeing 737,True,6,stormy,228.6
Flight829,2023-06-25 13:41:00,2023-06-25 15:29:00,2023-06-25 13:46:15.000,2023-06-25 15:34:15.000,AIR1,AIR9,822,A319,True,35,stormy,1449.0
Flight830,2023-10-15 03:35:00,2023-10-15 10:44:00,2023-10-15 03:39:19.200,2023-10-15 10:48:19.200,AIR3,AIR4,2443,A320,True,36,rainy,1019.5199999999999
Flight831,2023-09-07 05:23:00,2023-09-07 14:51:00,2023-09-07 05:23:54.000,2023-09-07 14:51:54.000,AIR0,AIR5,2078,A321,True,6,stormy,198.0
Flight832,2023-01-11 10:45:00,2023-01-11 20:42:00,2023-01-11 10:50:15.000,2023-01-11 20:47:15.000,AIR2,AIR1,2256,A320,True,35,stormy,1281.0
Flight833,2023-03-12 17:47:00,2023-03-13 01:50:00,2023-03-12 17:47:28.800,2023-03-13 01:50:28.800,AIR5,AIR7,2441,A340,True,4,rainy,177.60000000000002
Flight834,2023-03-23 17:54:00,2023-03-23 22:07:00,2023-03-23 17:56:18.000,2023-03-23 22:09:18.000,AIR9,AIR6,937,A320,True,23,sunny,648.5999999999999
Flight835,2023-03-30 11:20:00,2023-03-30 14:53:00,2023-03-30 11:21:54.000,2023-03-30 14:54:54.000,AIR9,AIR2,1663,A319,True,19,sunny,558.6
Flight836,2023-02-21 14:29:00,2023-02-21 17:06:00,2023-02-21 14:33:33.600,2023-02-21 17:10:33.600,AIR9,AIR2,1663,Boeing 777,True,38,rainy,1623.3600000000001
Flight837,2023-06-06 21:07:00,2023-06-07 04:12:00,2023-06-06 21:13:00.000,2023-06-07 04:18:00.000,AIR3,AIR2,1730,Boeing 737,True,40,stormy,2172.0
Flight838,2023-10-20 00:27:00,2023-10-20 02:19:00,2023-10-20 00:28:36.000,2023-10-20 02:20:36.000,AIR3,AIR0,1394,A321,True,16,sunny,627.2
Flight839,2023-12-08 05:21:00,2023-12-08 09:05:00,2023-12-08 05:22:48.000,2023-12-08 09:06:48.000,AIR4,AIR4,817,A319,True,12,stormy,381.6
Flight840,2023-03-21 11:46:00,2023-03-21 13:40:00,2023-03-21 11:47:30.000,2023-03-21 13:41:30.000,AIR1,AIR7,2216,A340,True,10,stormy,534.0
Flight841,2023-05-31 13:48:00,2023-05-31 21:04:00,2023-05-31 13:54:36.000,2023-05-31 21:10:36.000,AIR9,AIR6,937,A320,True,44,stormy,1848.0
Flight842,2023-07-24 10:57:00,2023-07-24 18:45:00,2023-07-24 11:01:54.000,2023-07-24 18:49:54.000,AIR3,AIR1,1775,Boeing 777,True,49,sunny,1156.4
Flight843,2023-07-03 01:31:00,2023-07-03 07:08:00,2023-07-03 01:35:12.000,2023-07-03 07:12:12.000,AIR1,AIR3,2410,A321,True,28,stormy,1318.8
Flight844,2023-09-20 09:08:00,2023-09-20 18:40:00,2023-09-20 09:11:54.000,2023-09-20 18:43:54.000,AIR1,AIR7,2216,A340,True,39,sunny,858.0
Flight845,2023-03-25 19:29:00,2023-03-25 22:28:00,2023-03-25 19:31:24.000,2023-03-25 22:30:24.000,AIR4,AIR0,774,A319,True,16,stormy,825.6
Flight846,2023-01-12 21:04:00,2023-01-13 03:15:00,2023-01-12 21:07:27.000,2023-01-13 03:18:27.000,AIR4,AIR9,790,A321,True,23,stormy,1055.7
Flight847,2023-03-04 16:30:00,2023-03-05 01:11:00,2023-03-04 16:34:03.000,2023-03-05 01:15:03.000,AIR2,AIR1,2256,A321,True,27,stormy,1320.3
Flight848,2023-10-12 10:36:00,2023-10-12 15:10:00,2023-10-12 10:37:26.400,2023-10-12 15:11:26.400,AIR1,AIR0,305,A380,True,12,rainy,325.44000000000005
Flight849,2023-02-04 03:24:00,2023-02-04 10:13:00,2023-02-04 03:26:45.600,2023-02-04 10:15:45.600,AIR9,AIR9,476,A320,True,23,rainy,772.8
Flight850,2023-05-13 15:30:00,2023-05-13 23:09:00,2023-05-13 15:33:36.000,2023-05-13 23:12:36.000,AIR9,AIR2,1663,Boeing 737,True,36,sunny,1296.0
Flight851,2023-07-07 21:13:00,2023-07-08 02:07:00,2023-07-07 21:18:00.000,2023-07-08 02:12:00.000,AIR4,AIR3,2446,A321,True,50,sunny,1970.0
Flight852,2023-01-05 10:02:00,2023-01-05 17:16:00,2023-01-05 10:07:02.400,2023-01-05 17:21:02.400,AIR2,AIR0,469,A319,True,42,rainy,1602.72
Flight853,2023-12-20 00:54:00,2023-12-20 08:13:00,2023-12-20 00:57:36.000,2023-12-20 08:16:36.000,AIR5,AIR3,223,A380,True,36,sunny,820.8000000000001
Flight854,2023-10-24 07:17:00,2023-10-24 15:08:00,2023-10-24 07:21:04.800,2023-10-24 15:12:04.800,AIR1,AIR0,305,Boeing 777,True,34,rainy,897.6
Flight855,2023-11-11 01:38:00,2023-11-11 03:01:00,2023-11-11 01:38:18.000,2023-11-11 03:01:18.000,AIR8,AIR0,865,Boeing 777,True,2,stormy,69.6
Flight856,2023-02-26 22:08:00,2023-02-27 04:20:00,2023-02-26 22:13:52.800,2023-02-27 04:25:52.800,AIR3,AIR2,1730,A320,True,49,rainy,1470.0
Flight857,2023-04-05 03:44:00,2023-04-05 10:29:00,2023-04-05 03:49:06.000,2023-04-05 10:34:06.000,AIR2,AIR6,2038,A321,True,34,stormy,1397.3999999999999
Flight858,2023-05-12 21:29:00,2023-05-13 04:53:00,2023-05-12 21:34:09.600,2023-05-13 04:58:09.600,AIR3,AIR5,656,A340,True,43,rainy,1135.2
Flight859,2023-06-23 08:52:00,2023-06-23 10:03:00,2023-06-23 08:53:42.000,2023-06-23 10:04:42.000,AIR1,AIR3,2410,A320,True,17,sunny,401.2
Flight860,2023-09-09 00:49:00,2023-09-09 02:54:00,2023-09-09 00:55:00.000,2023-09-09 03:00:00.000,AIR6,AIR8,1750,A380,True,40,stormy,1644.0
Flight861,2023-02-09 02:26:00,2023-02-09 07:16:00,2023-02-09 02:32:09.000,2023-02-09 07:22:09.000,AIR2,AIR6,2038,A319,True,41,stormy,1599.0
Flight862,2023-07-16 05:11:00,2023-07-16 11:57:00,2023-07-16 05:15:55.200,2023-07-16 12:01:55.200,AIR6,AIR6,1041,Boeing 777,True,41,rainy,1072.56
Flight863,2023-04-20 17:59:00,2023-04-20 19:59:00,2023-04-20 18:03:18.000,2023-04-20 20:03:18.000,AIR1,AIR3,2410,A380,True,43,sunny,1169.6
Flight864,2023-12-27 20:51:00,2023-12-27 22:55:00,2023-12-27 20:55:40.800,2023-12-27 22:59:40.800,AIR0,AIR1,653,A320,True,39,rainy,1272.9600000000003
Flight865,2023-09-29 19:14:00,2023-09-30 03:36:00,2023-09-29 19:14:28.800,2023-09-30 03:36:28.800,AIR5,AIR6,416,A321,True,4,rainy,141.12
Flight866,2023-10-13 09:19:00,2023-10-13 11:31:00,2023-10-13 09:25:45.000,2023-10-13 11:37:45.000,AIR4,AIR2,157,A321,True,45,stormy,1795.5
Flight867,2023-01-17 15:48:00,2023-01-17 22:12:00,2023-01-17 15:51:36.000,2023-01-17 22:15:36.000,AIR1,AIR0,305,Boeing 777,True,30,rainy,1224.0
Flight868,2023-02-14 00:21:00,2023-02-14 07:15:00,2023-02-14 00:21:18.000,2023-02-14 07:15:18.000,AIR4,AIR8,757,A319,True,3,sunny,80.39999999999999
Flight869,2023-07-04 07:55:00,2023-07-04 12:11:00,2023-07-04 07:59:21.000,2023-07-04 12:15:21.000,AIR6,AIR7,1837,A319,True,29,stormy,1426.8
Flight870,2023-06-16 20:33:00,2023-06-17 04:53:00,2023-06-16 20:36:45.000,2023-06-17 04:56:45.000,AIR3,AIR5,656,A380,True,25,stormy,1365.0
Flight871,2023-08-28 23:36:00,2023-08-29 04:08:00,2023-08-28 23:41:16.800,2023-08-29 04:13:16.800,AIR0,AIR2,888,A321,True,44,rainy,1383.3600000000001
Flight872,2023-02-23 15:43:00,2023-02-23 21:55:00,2023-02-23 15:46:21.600,2023-02-23 21:58:21.600,AIR2,AIR3,585,A320,True,28,rainy,1202.8799999999999
Flight873,2023-09-18 12:12:00,2023-09-18 14:28:00,2023-09-18 12:17:06.000,2023-09-18 14:33:06.000,AIR0,AIR0,492,Boeing 777,True,34,stormy,1672.8
Flight874,2023-09-09 07:52:00,2023-09-09 09:52:00,2023-09-09 07:53:00.000,2023-09-09 09:53:00.000,AIR5,AIR7,2441,Boeing 737,True,10,sunny,290.0
Flight875,2023-01-20 03:53:00,2023-01-20 10:23:00,2023-01-20 03:58:16.800,2023-01-20 10:28:16.800,AIR2,AIR5,1515,A319,True,44,rainy,1605.1200000000001
Flight876,2023-06-11 20:44:00,2023-06-12 03:31:00,2023-06-11 20:45:48.000,2023-06-12 03:32:48.000,AIR9,AIR1,446,Boeing 737,True,12,stormy,403.2
Flight877,2023-05-10 00:16:00,2023-05-10 09:07:00,2023-05-10 00:16:48.000,2023-05-10 09:07:48.000,AIR6,AIR8,1750,Boeing 737,True,8,sunny,195.20000000000002
Flight878,2023-11-01 05:50:00,2023-11-01 10:08:00,2023-11-01 05:52:06.000,2023-11-01 10:10:06.000,AIR5,AIR9,1236,A340,True,14,stormy,823.2
Flight879,2023-02-03 07:39:00,2023-02-03 08:43:00,2023-02-03 07:39:21.600,2023-02-03 08:43:21.600,AIR1,AIR0,305,A319,True,3,rainy,124.56000000000002
Flight880,2023-12-28 20:12:00,2023-12-28 22:29:00,2023-12-28 20:17:02.400,2023-12-28 22:34:02.400,AIR9,AIR5,2306,A321,True,42,rainy,1965.6
Flight881,2023-10-24 19:51:00,2023-10-25 04:29:00,2023-10-24 19:51:54.000,2023-10-25 04:29:54.000,AIR6,AIR8,1750,A319,True,9,sunny,205.20000000000002
Flight882,2023-04-24 04:20:00,2023-04-24 12:30:00,2023-04-24 04:20:18.000,2023-04-24 12:30:18.000,AIR7,AIR1,957,A319,True,3,sunny,93.0
Flight883,2023-01-27 11:48:00,2023-01-27 18:22:00,2023-01-27 11:53:24.000,2023-01-27 18:27:24.000,AIR4,AIR8,757,A319,True,36,stormy,1630.8000000000002
Flight884,2023-08-12 19:54:00,2023-08-13 04:52:00,2023-08-12 19:56:18.000,2023-08-13 04:54:18.000,AIR1,AIR9,822,Boeing 737,True,23,sunny,657.8
Flight885,2023-10-31 14:48:00,2023-10-31 23:52:00,2023-10-31 14:50:30.000,2023-10-31 23:54:30.000,AIR4,AIR5,1345,A320,True,25,sunny,795.0
Flight886,2023-10-22 16:38:00,2023-10-22 22:46:00,2023-10-22 16:39:12.000,2023-10-22 22:47:12.000,AIR4,AIR2,157,Boeing 777,True,10,rainy,422.4
Flight887,2023-09-02 17:03:00,2023-09-02 19:11:00,2023-09-02 17:03:30.000,2023-09-02 19:11:30.000,AIR7,AIR3,1358,A380,True,5,sunny,119.0
Flight888,2023-02-05 17:58:00,2023-02-06 03:01:00,2023-02-05 17:59:55.200,2023-02-06 03:02:55.200,AIR9,AIR6,937,Boeing 777,True,16,rainy,752.6400000000001
