scheduled_departure_time,scheduled_arrival_time,departure_airport,arrival_airport,weather,airline,temperature,visibility,wind_speed,wind_direction,aircraft_model,on_time
2022-09-18 10:00:00,2022-09-18 13:00:00,ORD,PEK,rainy,DL,13,221,34.11926927001683,crosswind,B767,False
2022-09-18 11:00:00,2022-09-18 13:00:00,ORD,CDG,rainy,UA,-6,1922,10.004086817624568,tailwind,B777,False
2022-09-18 12:00:00,2022-09-18 17:00:00,DFW,HND,rainy,AA,1,556,6.943748319594805,headwind,A350,False
2022-09-18 13:00:00,2022-09-18 18:00:00,JFK,CDG,rainy,UA,-3,1962,16.885165119904094,crosswind,A319,False
2022-09-18 14:00:00,2022-09-18 16:00:00,ORD,HND,rainy,DL,-8,1753,16.746550881597358,tailwind,A321,False
2022-09-18 15:00:00,2022-09-18 20:00:00,LAX,CDG,cloudy,AA,-7,1664,29.948090146348285,crosswind,B767,False
2022-09-18 16:00:00,2022-09-18 20:00:00,LAX,HND,cloudy,DL,-2,262,33.57890162531783,headwind,A319,False
2022-09-18 17:00:00,2022-09-18 18:00:00,DFW,LHR,sunny,DL,-3,1210,18.08662746514821,headwind,B787,True
2022-09-18 18:00:00,2022-09-18 19:00:00,JFK,HND,sunny,DL,18,1566,16.843385512591297,tailwind,A330,True
2022-09-18 19:00:00,2022-09-19 00:00:00,JFK,HND,sunny,UA,23,432,29.53134122890712,crosswind,B747,False
2022-09-18 20:00:00,2022-09-19 01:00:00,DFW,HND,cloudy,UA,22,1388,23.914928042937568,tailwind,B757,False
2022-09-18 21:00:00,2022-09-19 02:00:00,ORD,PEK,rainy,DL,-5,1975,9.373108108234877,tailwind,A380,False
2022-09-18 22:00:00,2022-09-18 23:00:00,JFK,CDG,cloudy,DL,28,545,19.302643105570038,headwind,B737,False
2022-09-18 23:00:00,2022-09-19 04:00:00,JFK,LHR,sunny,UA,16,1713,21.82255603171131,crosswind,B777,False
2022-09-19 00:00:00,2022-09-19 03:00:00,JFK,HND,sunny,UA,-1,353,5.794482910978642,tailwind,B757,False
2022-09-19 01:00:00,2022-09-19 04:00:00,LAX,HND,sunny,UA,5,1927,-1.2289167603760887,tailwind,A330,True
2022-09-19 02:00:00,2022-09-19 06:00:00,DFW,HND,cloudy,WN,2,955,18.965049983906425,headwind,A320,True
2022-09-19 03:00:00,2022-09-19 05:00:00,LAX,HND,cloudy,UA,28,662,37.39990274123018,crosswind,A319,False
2022-09-19 04:00:00,2022-09-19 08:00:00,DFW,PEK,sunny,UA,17,267,6.99229565792858,tailwind,B757,False
2022-09-19 05:00:00,2022-09-19 06:00:00,ORD,CDG,sunny,WN,18,950,10.216080137114611,tailwind,B757,True
2022-09-19 06:00:00,2022-09-19 09:00:00,JFK,PEK,sunny,UA,-3,1579,10.041708166282966,headwind,B767,True
2022-09-19 07:00:00,2022-09-19 09:00:00,ORD,HND,rainy,WN,10,322,20.993945585887552,tailwind,A380,False
2022-09-19 08:00:00,2022-09-19 11:00:00,ORD,CDG,sunny,AA,20,1377,16.731844308790087,headwind,B787,True
2022-09-19 09:00:00,2022-09-19 14:00:00,JFK,LHR,rainy,UA,13,1944,-0.836989722637429,tailwind,A350,False
2022-09-19 10:00:00,2022-09-19 11:00:00,LAX,CDG,sunny,AA,19,823,34.34650741780878,crosswind,A320,False
2022-09-19 11:00:00,2022-09-19 13:00:00,DFW,PEK,cloudy,UA,27,1434,18.871558855753342,headwind,B757,True
2022-09-19 12:00:00,2022-09-19 16:00:00,DFW,LHR,rainy,DL,29,1258,2.930607135826862,tailwind,B747,False
2022-09-19 13:00:00,2022-09-19 14:00:00,JFK,CDG,cloudy,AA,21,593,32.39784869138691,crosswind,B767,False
2022-09-19 14:00:00,2022-09-19 18:00:00,JFK,LHR,rainy,AA,28,223,17.61346537159467,headwind,B777,False
2022-09-19 15:00:00,2022-09-19 19:00:00,DFW,LHR,rainy,DL,-7,1453,-1.377862953684923,tailwind,B787,False
2022-09-19 16:00:00,2022-09-19 20:00:00,LAX,LHR,rainy,WN,12,808,18.589518174433387,tailwind,B767,False
2022-09-19 17:00:00,2022-09-19 22:00:00,JFK,CDG,rainy,WN,15,1837,10.527096516280688,headwind,A320,False
2022-09-19 18:00:00,2022-09-19 22:00:00,ORD,CDG,rainy,DL,22,702,36.32486474491729,headwind,B777,False
2022-09-19 19:00:00,2022-09-19 22:00:00,DFW,HND,sunny,WN,-10,1030,13.651845320312205,headwind,B757,True
2022-09-19 20:00:00,2022-09-19 22:00:00,LAX,CDG,rainy,UA,27,1142,28.69277382863962,headwind,A319,False
2022-09-19 21:00:00,2022-09-19 23:00:00,DFW,PEK,cloudy,WN,12,996,9.378098112941508,tailwind,B737,True
2022-09-19 22:00:00,2022-09-19 23:00:00,DFW,CDG,sunny,WN,3,1734,11.558202309085965,crosswind,B767,True
2022-09-19 23:00:00,2022-09-20 02:00:00,LAX,PEK,rainy,DL,25,1301,26.21987258729444,headwind,A330,False
2022-09-20 00:00:00,2022-09-20 04:00:00,LAX,PEK,sunny,WN,15,1025,15.986945017202487,crosswind,A319,True
2022-09-20 01:00:00,2022-09-20 04:00:00,ORD,PEK,cloudy,AA,5,1540,18.307972223556977,crosswind,B777,True
2022-09-20 02:00:00,2022-09-20 06:00:00,DFW,CDG,rainy,DL,5,1211,38.29430821792242,crosswind,B767,False
2022-09-20 03:00:00,2022-09-20 07:00:00,DFW,HND,rainy,WN,25,710,21.0319637756905,crosswind,B737,False
2022-09-20 04:00:00,2022-09-20 06:00:00,DFW,HND,sunny,AA,-10,1610,32.54730473225648,headwind,B757,False
2022-09-20 05:00:00,2022-09-20 10:00:00,JFK,CDG,cloudy,WN,17,342,-1.7044897447836806,tailwind,B787,False
2022-09-20 06:00:00,2022-09-20 07:00:00,LAX,LHR,rainy,DL,21,396,26.65843421742889,headwind,B767,False
2022-09-20 07:00:00,2022-09-20 09:00:00,ORD,LHR,cloudy,AA,21,315,14.588227154123523,headwind,B737,False
2022-09-20 08:00:00,2022-09-20 12:00:00,JFK,LHR,cloudy,AA,25,1663,28.97262012895191,headwind,A320,False
2022-09-20 09:00:00,2022-09-20 10:00:00,LAX,HND,rainy,WN,-2,1003,19.457866294090167,tailwind,B747,False
2022-09-20 10:00:00,2022-09-20 14:00:00,ORD,PEK,cloudy,AA,13,582,33.49283798510763,crosswind,B767,False
2022-09-20 11:00:00,2022-09-20 13:00:00,DFW,LHR,sunny,AA,22,695,38.684663447192335,crosswind,A330,False
2022-09-20 12:00:00,2022-09-20 16:00:00,ORD,HND,cloudy,AA,14,1723,13.306257260028552,tailwind,A330,True
2022-09-20 13:00:00,2022-09-20 14:00:00,ORD,LHR,rainy,WN,3,851,21.33329248920274,tailwind,A320,False
2022-09-20 14:00:00,2022-09-20 18:00:00,LAX,LHR,cloudy,UA,13,1952,23.439736256732598,headwind,A330,False
2022-09-20 15:00:00,2022-09-20 17:00:00,LAX,CDG,sunny,WN,26,558,20.916005785355775,crosswind,A320,False
2022-09-20 16:00:00,2022-09-20 20:00:00,ORD,PEK,rainy,DL,29,913,21.733614625528283,crosswind,B747,False
2022-09-20 17:00:00,2022-09-20 18:00:00,LAX,CDG,cloudy,WN,24,313,33.55184564518792,headwind,A380,False
2022-09-20 18:00:00,2022-09-20 21:00:00,DFW,LHR,cloudy,AA,-1,950,22.77650765299817,headwind,A320,False
2022-09-20 19:00:00,2022-09-20 22:00:00,LAX,PEK,cloudy,AA,14,409,14.158866804763122,tailwind,A350,False
2022-09-20 20:00:00,2022-09-21 01:00:00,JFK,LHR,cloudy,WN,-3,656,15.21845374571489,crosswind,A319,True
2022-09-20 21:00:00,2022-09-21 02:00:00,JFK,HND,rainy,AA,-10,402,12.81494826695614,crosswind,A380,False
2022-09-20 22:00:00,2022-09-21 00:00:00,LAX,PEK,rainy,DL,6,655,8.37722008325173,tailwind,B737,False
2022-09-20 23:00:00,2022-09-21 03:00:00,JFK,HND,sunny,UA,8,448,34.05655750185901,headwind,B787,False
2022-09-21 00:00:00,2022-09-21 04:00:00,JFK,PEK,cloudy,WN,11,1977,30.16590365695998,headwind,B777,False
2022-09-21 01:00:00,2022-09-21 05:00:00,ORD,HND,cloudy,DL,21,1419,19.761003932538763,crosswind,A380,True
2022-09-21 02:00:00,2022-09-21 04:00:00,JFK,LHR,cloudy,DL,5,1759,30.8832204461615,headwind,B747,False
2022-09-21 03:00:00,2022-09-21 05:00:00,LAX,PEK,rainy,AA,-7,1130,17.642916805284592,headwind,A350,False
2022-09-21 04:00:00,2022-09-21 08:00:00,DFW,CDG,cloudy,AA,22,1085,16.911942398852354,headwind,B767,True
2022-09-21 05:00:00,2022-09-21 06:00:00,DFW,CDG,sunny,WN,14,222,4.230794593101681,tailwind,A380,False
2022-09-21 06:00:00,2022-09-21 08:00:00,JFK,LHR,cloudy,UA,27,398,15.572428484193171,tailwind,B757,False
2022-09-21 07:00:00,2022-09-21 12:00:00,JFK,LHR,cloudy,AA,19,1026,21.49520118211594,crosswind,B757,False
2022-09-21 08:00:00,2022-09-21 09:00:00,ORD,PEK,sunny,UA,20,1453,10.218797155355865,tailwind,B787,True
2022-09-21 09:00:00,2022-09-21 12:00:00,LAX,PEK,cloudy,AA,10,1300,38.69831813886347,crosswind,B767,False
2022-09-21 10:00:00,2022-09-21 14:00:00,ORD,CDG,rainy,WN,21,1329,43.061175893389496,crosswind,B767,False
2022-09-21 11:00:00,2022-09-21 16:00:00,DFW,HND,sunny,WN,24,795,16.670468512806686,crosswind,A319,True
2022-09-21 12:00:00,2022-09-21 17:00:00,DFW,PEK,sunny,AA,-4,710,21.982410100498896,tailwind,A380,False
2022-09-21 13:00:00,2022-09-21 18:00:00,JFK,HND,sunny,DL,5,1168,31.097034352668622,headwind,B737,False
2022-09-21 14:00:00,2022-09-21 19:00:00,ORD,HND,rainy,AA,-3,1897,11.761630893496086,headwind,A350,False
2022-09-21 15:00:00,2022-09-21 19:00:00,DFW,PEK,cloudy,UA,17,1733,7.979079146266221,headwind,B747,True
2022-09-21 16:00:00,2022-09-21 21:00:00,LAX,CDG,rainy,DL,26,1081,28.861920459178137,headwind,A380,False
2022-09-21 17:00:00,2022-09-21 22:00:00,JFK,LHR,cloudy,DL,0,935,29.24132419453323,headwind,A350,False
2022-09-21 18:00:00,2022-09-21 19:00:00,LAX,LHR,cloudy,UA,21,333,19.489788871384278,headwind,B787,False
2022-09-21 19:00:00,2022-09-21 21:00:00,DFW,PEK,sunny,WN,-9,1984,15.575135184441072,crosswind,B757,True
2022-09-21 20:00:00,2022-09-21 23:00:00,DFW,HND,cloudy,WN,9,409,30.26386167470727,crosswind,A319,False
2022-09-21 21:00:00,2022-09-22 01:00:00,ORD,HND,cloudy,DL,18,891,30.104023421984625,crosswind,A321,False
2022-09-21 22:00:00,2022-09-22 01:00:00,DFW,CDG,rainy,UA,20,1354,17.631247703597502,headwind,B737,False
2022-09-21 23:00:00,2022-09-22 02:00:00,JFK,LHR,cloudy,AA,12,1711,16.395906157642152,tailwind,B767,True
2022-09-22 00:00:00,2022-09-22 02:00:00,ORD,HND,cloudy,DL,17,1241,19.30477997647163,tailwind,A319,True
2022-09-22 01:00:00,2022-09-22 05:00:00,ORD,PEK,sunny,WN,13,1641,19.80713316677537,tailwind,A321,True
2022-09-22 02:00:00,2022-09-22 03:00:00,LAX,LHR,sunny,WN,-8,1648,7.100769395085711,tailwind,A330,True
2022-09-22 03:00:00,2022-09-22 05:00:00,DFW,PEK,cloudy,UA,17,517,13.575904192908355,headwind,B747,False
2022-09-22 04:00:00,2022-09-22 09:00:00,DFW,PEK,sunny,WN,-5,1036,31.61695320995107,headwind,B757,False
2022-09-22 05:00:00,2022-09-22 10:00:00,ORD,CDG,rainy,WN,-2,1992,21.889544712879797,headwind,B757,False
2022-09-22 06:00:00,2022-09-22 09:00:00,LAX,HND,sunny,DL,10,1564,23.56683377460689,headwind,B777,False
2022-09-22 07:00:00,2022-09-22 08:00:00,ORD,LHR,cloudy,DL,17,656,25.647462198195008,headwind,A321,False
2022-09-22 08:00:00,2022-09-22 11:00:00,LAX,PEK,cloudy,AA,-3,201,20.279015463273467,crosswind,B777,False
2022-09-22 09:00:00,2022-09-22 14:00:00,JFK,HND,rainy,AA,18,1627,35.035313437652746,crosswind,A380,False
2022-09-22 10:00:00,2022-09-22 14:00:00,JFK,PEK,sunny,UA,-8,1347,21.929192463885048,headwind,A321,False
2022-09-22 11:00:00,2022-09-22 13:00:00,DFW,CDG,cloudy,WN,21,1309,26.28434434359837,headwind,A330,False
2022-09-22 12:00:00,2022-09-22 13:00:00,DFW,PEK,cloudy,WN,-1,470,21.25367251579442,tailwind,B767,False
2022-09-22 13:00:00,2022-09-22 15:00:00,JFK,PEK,rainy,AA,29,1038,28.582890593804393,headwind,A350,False
2022-09-22 14:00:00,2022-09-22 16:00:00,LAX,CDG,cloudy,UA,-4,888,14.413700556363057,crosswind,A350,True
2022-09-22 15:00:00,2022-09-22 18:00:00,JFK,LHR,cloudy,AA,25,973,26.035362230987666,crosswind,A320,False
2022-09-22 16:00:00,2022-09-22 21:00:00,LAX,HND,rainy,UA,4,554,19.631601636883133,crosswind,B787,False
2022-09-22 17:00:00,2022-09-22 18:00:00,DFW,HND,sunny,AA,-4,632,22.183031576354736,tailwind,B767,False
2022-09-22 18:00:00,2022-09-22 20:00:00,DFW,PEK,cloudy,DL,8,1425,23.92924393262043,crosswind,A320,False
2022-09-22 19:00:00,2022-09-22 20:00:00,DFW,LHR,cloudy,UA,23,550,9.126313515060122,headwind,A320,False
2022-09-22 20:00:00,2022-09-22 21:00:00,ORD,LHR,rainy,WN,9,583,0.16282010378982736,tailwind,A330,False
2022-09-22 21:00:00,2022-09-23 02:00:00,ORD,CDG,cloudy,WN,11,834,20.449433894070268,crosswind,A319,False
2022-09-22 22:00:00,2022-09-23 00:00:00,JFK,LHR,rainy,WN,11,1733,19.28123439530909,crosswind,B777,False
2022-09-22 23:00:00,2022-09-23 00:00:00,LAX,LHR,rainy,AA,0,1515,28.609462554216176,crosswind,B737,False
2022-09-23 00:00:00,2022-09-23 01:00:00,DFW,PEK,cloudy,DL,-6,371,16.46233627412244,headwind,B777,False
2022-09-23 01:00:00,2022-09-23 03:00:00,JFK,HND,rainy,UA,-10,834,19.57348110538683,crosswind,B767,False
2022-09-23 02:00:00,2022-09-23 04:00:00,ORD,CDG,rainy,AA,-10,1844,12.668416265654901,tailwind,A321,False
2022-09-23 03:00:00,2022-09-23 05:00:00,DFW,LHR,sunny,AA,16,1994,23.05913293552142,crosswind,B747,False
2022-09-23 04:00:00,2022-09-23 07:00:00,JFK,HND,rainy,AA,0,551,34.280422783664434,crosswind,A320,False
2022-09-23 05:00:00,2022-09-23 07:00:00,ORD,LHR,sunny,DL,-1,1549,35.95880165064835,crosswind,A320,False
2022-09-23 06:00:00,2022-09-23 11:00:00,LAX,LHR,sunny,UA,11,303,8.068410156381306,tailwind,B737,False
2022-09-23 07:00:00,2022-09-23 08:00:00,JFK,PEK,cloudy,AA,-5,1259,35.15980654176509,crosswind,B777,False
2022-09-23 08:00:00,2022-09-23 11:00:00,JFK,PEK,rainy,WN,23,770,24.94504494652175,crosswind,A350,False
2022-09-23 09:00:00,2022-09-23 11:00:00,LAX,LHR,rainy,WN,5,1100,23.610281691133146,crosswind,B737,False
2022-09-23 10:00:00,2022-09-23 14:00:00,LAX,PEK,sunny,UA,13,1579,42.48296591067535,crosswind,B767,False
2022-09-23 11:00:00,2022-09-23 14:00:00,LAX,HND,rainy,WN,18,1129,29.843925901142896,headwind,A380,False
2022-09-23 12:00:00,2022-09-23 15:00:00,ORD,HND,rainy,AA,27,1699,15.787107185840544,headwind,A330,False
2022-09-23 13:00:00,2022-09-23 16:00:00,JFK,HND,cloudy,UA,-6,1960,30.996771482718948,headwind,A350,False
2022-09-23 14:00:00,2022-09-23 17:00:00,JFK,CDG,rainy,UA,14,1372,17.92281572054857,headwind,A321,False
2022-09-23 15:00:00,2022-09-23 16:00:00,DFW,HND,cloudy,UA,7,871,24.112487093061336,headwind,B747,False
2022-09-23 16:00:00,2022-09-23 17:00:00,LAX,PEK,cloudy,WN,27,323,34.89268233960118,headwind,B757,False
2022-09-23 17:00:00,2022-09-23 20:00:00,DFW,LHR,cloudy,WN,25,774,9.722948401742284,tailwind,A350,True
2022-09-23 18:00:00,2022-09-23 22:00:00,DFW,HND,sunny,AA,5,1637,14.189178495477272,tailwind,A320,True
2022-09-23 19:00:00,2022-09-23 21:00:00,DFW,PEK,rainy,AA,-8,1093,38.62548222936711,crosswind,A330,False
2022-09-23 20:00:00,2022-09-23 23:00:00,LAX,LHR,rainy,AA,19,1952,28.901137501060973,crosswind,A320,False
2022-09-23 21:00:00,2022-09-24 00:00:00,ORD,LHR,sunny,UA,-4,861,35.44427593693909,headwind,A350,False
2022-09-23 22:00:00,2022-09-24 00:00:00,JFK,LHR,sunny,AA,7,288,38.28520264185973,crosswind,A320,False
2022-09-23 23:00:00,2022-09-24 00:00:00,LAX,PEK,rainy,DL,5,1337,32.633094674538995,crosswind,B787,False
2022-09-24 00:00:00,2022-09-24 03:00:00,LAX,CDG,rainy,UA,0,1110,-0.9215275315882829,tailwind,A330,False
2022-09-24 01:00:00,2022-09-24 04:00:00,LAX,PEK,rainy,AA,0,703,32.806803119142714,crosswind,A330,False
2022-09-24 02:00:00,2022-09-24 05:00:00,ORD,LHR,cloudy,UA,23,1024,8.220659439660013,tailwind,B737,True
2022-09-24 03:00:00,2022-09-24 06:00:00,JFK,PEK,rainy,DL,-6,1983,27.535601418127122,headwind,A320,False
2022-09-24 04:00:00,2022-09-24 06:00:00,DFW,HND,rainy,UA,-10,476,11.664507892486196,tailwind,A330,False
2022-09-24 05:00:00,2022-09-24 06:00:00,JFK,HND,cloudy,WN,15,1723,1.3252410101029382,tailwind,B777,True
2022-09-24 06:00:00,2022-09-24 10:00:00,JFK,CDG,rainy,UA,23,1011,25.949557816710588,headwind,B757,False
2022-09-24 07:00:00,2022-09-24 09:00:00,JFK,PEK,cloudy,AA,7,1065,15.71217944030182,crosswind,A350,True
2022-09-24 08:00:00,2022-09-24 12:00:00,JFK,PEK,cloudy,DL,19,1550,12.894796494866188,tailwind,A319,True
2022-09-24 09:00:00,2022-09-24 13:00:00,ORD,HND,cloudy,DL,23,1101,13.73913436734588,headwind,A320,True
2022-09-24 10:00:00,2022-09-24 12:00:00,DFW,CDG,cloudy,UA,21,339,27.47979733341817,crosswind,B747,False
2022-09-24 11:00:00,2022-09-24 12:00:00,LAX,PEK,rainy,AA,-6,1815,19.320932170194066,tailwind,A330,False
2022-09-24 12:00:00,2022-09-24 13:00:00,ORD,CDG,cloudy,WN,2,1360,30.385609776819617,crosswind,A319,False
2022-09-24 13:00:00,2022-09-24 14:00:00,JFK,CDG,rainy,WN,-4,1619,23.683534564901088,headwind,A320,False
2022-09-24 14:00:00,2022-09-24 16:00:00,ORD,HND,cloudy,UA,13,597,14.601384262760224,tailwind,B747,False
2022-09-24 15:00:00,2022-09-24 17:00:00,ORD,CDG,rainy,AA,-3,1938,3.3509265395965273,tailwind,B767,False
2022-09-24 16:00:00,2022-09-24 21:00:00,DFW,HND,sunny,AA,11,1197,14.659558821606113,crosswind,A321,True
2022-09-24 17:00:00,2022-09-24 19:00:00,JFK,HND,rainy,UA,25,1116,11.47121274517787,tailwind,B747,False
2022-09-24 18:00:00,2022-09-24 23:00:00,DFW,LHR,rainy,WN,-3,264,5.115573517148586,tailwind,B737,False
2022-09-24 19:00:00,2022-09-24 23:00:00,DFW,LHR,rainy,DL,21,986,13.073698260215352,headwind,A330,False
2022-09-24 20:00:00,2022-09-24 22:00:00,LAX,PEK,cloudy,WN,-9,359,13.392971648487105,tailwind,B737,False
2022-09-24 21:00:00,2022-09-25 02:00:00,LAX,LHR,cloudy,UA,4,1370,31.56741874874953,crosswind,B767,False
2022-09-24 22:00:00,2022-09-24 23:00:00,ORD,PEK,cloudy,WN,-2,1680,3.8845115009060587,tailwind,B747,True
2022-09-24 23:00:00,2022-09-25 03:00:00,DFW,HND,cloudy,AA,9,845,11.671794052258274,tailwind,B737,True
2022-09-25 00:00:00,2022-09-25 02:00:00,JFK,HND,sunny,AA,-8,638,21.32547174195019,headwind,A330,False
2022-09-25 01:00:00,2022-09-25 04:00:00,ORD,PEK,sunny,DL,-5,731,6.149261120954107,tailwind,A319,True
2022-09-25 02:00:00,2022-09-25 06:00:00,DFW,CDG,sunny,AA,-9,1023,42.56506739886878,crosswind,B787,False
2022-09-25 03:00:00,2022-09-25 07:00:00,LAX,PEK,rainy,WN,26,733,21.940580953993127,headwind,B787,False
2022-09-25 04:00:00,2022-09-25 09:00:00,ORD,LHR,sunny,WN,5,682,34.094925961921774,crosswind,A319,False
2022-09-25 05:00:00,2022-09-25 07:00:00,LAX,CDG,rainy,DL,14,1479,24.34440803243833,headwind,B787,False
2022-09-25 06:00:00,2022-09-25 11:00:00,DFW,LHR,rainy,WN,11,478,7.089921780075436,headwind,B747,False
2022-09-25 07:00:00,2022-09-25 11:00:00,DFW,CDG,rainy,AA,27,1658,15.932426251021708,headwind,A320,False
2022-09-25 08:00:00,2022-09-25 09:00:00,LAX,LHR,cloudy,AA,18,1718,19.539775983234644,headwind,A380,True
2022-09-25 09:00:00,2022-09-25 11:00:00,JFK,PEK,rainy,UA,24,1409,24.403253879388593,crosswind,A320,False
2022-09-25 10:00:00,2022-09-25 12:00:00,LAX,PEK,rainy,AA,-10,409,4.216011187133122,tailwind,A350,False
2022-09-25 11:00:00,2022-09-25 13:00:00,LAX,PEK,sunny,DL,3,1610,20.0728396671089,headwind,B757,False
2022-09-25 12:00:00,2022-09-25 13:00:00,JFK,CDG,sunny,DL,-9,1788,17.63637784904966,crosswind,B737,True
2022-09-25 13:00:00,2022-09-25 17:00:00,JFK,LHR,sunny,WN,14,1653,13.470242069231794,tailwind,A321,True
2022-09-25 14:00:00,2022-09-25 17:00:00,JFK,CDG,sunny,AA,11,253,-0.7162183417443884,tailwind,A319,False
2022-09-25 15:00:00,2022-09-25 19:00:00,DFW,LHR,cloudy,AA,19,1210,34.81415645098331,crosswind,A319,False
2022-09-25 16:00:00,2022-09-25 17:00:00,DFW,CDG,sunny,UA,26,1525,-2.4433186195998062,tailwind,B787,True
2022-09-25 17:00:00,2022-09-25 22:00:00,DFW,HND,sunny,UA,15,940,37.271817734052775,crosswind,B767,False
2022-09-25 18:00:00,2022-09-25 23:00:00,JFK,PEK,cloudy,DL,18,1914,30.88055725779615,headwind,A319,False
2022-09-25 19:00:00,2022-09-25 22:00:00,ORD,LHR,rainy,AA,-9,361,18.510316953504315,headwind,B757,False
2022-09-25 20:00:00,2022-09-26 01:00:00,JFK,CDG,sunny,DL,14,1922,29.136656939471305,crosswind,A380,False
2022-09-25 21:00:00,2022-09-25 22:00:00,DFW,LHR,rainy,DL,17,815,19.55919453048796,tailwind,B747,False
2022-09-25 22:00:00,2022-09-26 01:00:00,LAX,HND,rainy,UA,15,361,14.502142486337279,headwind,B747,False
2022-09-25 23:00:00,2022-09-26 00:00:00,LAX,PEK,sunny,WN,5,1501,24.79160177706213,headwind,B767,False
2022-09-26 00:00:00,2022-09-26 02:00:00,ORD,LHR,rainy,WN,14,362,20.354104960669307,tailwind,A320,False
2022-09-26 01:00:00,2022-09-26 06:00:00,DFW,PEK,rainy,AA,15,1158,28.730415478510473,crosswind,B767,False
2022-09-26 02:00:00,2022-09-26 04:00:00,DFW,LHR,sunny,UA,-3,413,29.536390004935345,headwind,A350,False
2022-09-26 03:00:00,2022-09-26 07:00:00,LAX,PEK,sunny,WN,5,1918,21.037116261567654,headwind,B777,False
2022-09-26 04:00:00,2022-09-26 06:00:00,LAX,HND,cloudy,AA,17,772,8.518580281747221,tailwind,B787,True
2022-09-26 05:00:00,2022-09-26 10:00:00,JFK,HND,sunny,AA,13,1223,3.9421293159088533,tailwind,A380,True
2022-09-26 06:00:00,2022-09-26 10:00:00,DFW,LHR,rainy,UA,28,905,3.250182677650754,tailwind,B757,False
2022-09-26 07:00:00,2022-09-26 12:00:00,JFK,CDG,cloudy,DL,-8,1820,37.86733427834196,crosswind,B757,False
2022-09-26 08:00:00,2022-09-26 13:00:00,LAX,PEK,sunny,UA,20,892,-0.1030645051444663,tailwind,A380,True
2022-09-26 09:00:00,2022-09-26 14:00:00,ORD,PEK,rainy,WN,20,630,11.622431401772005,tailwind,A321,False
2022-09-26 10:00:00,2022-09-26 11:00:00,JFK,HND,cloudy,WN,16,1097,33.08552544986118,crosswind,B747,False
2022-09-26 11:00:00,2022-09-26 16:00:00,ORD,PEK,sunny,AA,20,1981,9.831145048928724,headwind,B757,True
2022-09-26 12:00:00,2022-09-26 16:00:00,LAX,CDG,rainy,AA,-4,291,19.214713202347617,tailwind,B757,False
2022-09-26 13:00:00,2022-09-26 17:00:00,LAX,PEK,cloudy,UA,-3,699,7.065769526987156,headwind,B747,True
2022-09-26 14:00:00,2022-09-26 17:00:00,DFW,LHR,cloudy,AA,29,1535,30.14341198226679,headwind,B767,False
2022-09-26 15:00:00,2022-09-26 20:00:00,LAX,CDG,cloudy,AA,10,400,29.772525087998183,crosswind,B747,False
2022-09-26 16:00:00,2022-09-26 17:00:00,ORD,PEK,sunny,UA,14,823,30.89868598842036,headwind,A321,False
2022-09-26 17:00:00,2022-09-26 22:00:00,LAX,CDG,sunny,WN,15,1221,25.785441115224014,crosswind,A380,False
2022-09-26 18:00:00,2022-09-26 22:00:00,JFK,HND,cloudy,AA,0,1667,15.162188291958977,headwind,A319,True
2022-09-26 19:00:00,2022-09-26 21:00:00,LAX,PEK,sunny,UA,-6,1098,10.757384655096576,headwind,A350,True
2022-09-26 20:00:00,2022-09-27 01:00:00,ORD,HND,rainy,UA,-8,661,30.855419154543895,crosswind,A319,False
2022-09-26 21:00:00,2022-09-26 22:00:00,LAX,CDG,sunny,DL,19,1714,19.6432740118958,tailwind,B747,True
2022-09-26 22:00:00,2022-09-27 02:00:00,LAX,LHR,sunny,UA,22,401,27.68285738039051,headwind,A380,False
2022-09-26 23:00:00,2022-09-27 04:00:00,LAX,HND,cloudy,AA,16,1394,17.929079465423527,tailwind,B777,True
2022-09-27 00:00:00,2022-09-27 03:00:00,JFK,LHR,cloudy,UA,27,1117,20.883917038079993,tailwind,A319,False
2022-09-27 01:00:00,2022-09-27 03:00:00,JFK,LHR,cloudy,DL,9,286,-0.34350791071479314,tailwind,B777,False
2022-09-27 02:00:00,2022-09-27 06:00:00,ORD,PEK,rainy,WN,21,899,14.014700722042546,tailwind,B787,False
2022-09-27 03:00:00,2022-09-27 06:00:00,LAX,LHR,rainy,DL,11,1701,32.55717532695046,crosswind,A350,False
2022-09-27 04:00:00,2022-09-27 08:00:00,JFK,HND,cloudy,AA,17,829,14.547746610269117,headwind,A380,True
2022-09-27 05:00:00,2022-09-27 07:00:00,ORD,CDG,cloudy,WN,5,1427,33.463872300232076,headwind,A350,False
2022-09-27 06:00:00,2022-09-27 09:00:00,JFK,CDG,sunny,DL,11,1377,2.376503049072083,tailwind,A350,True
2022-09-27 07:00:00,2022-09-27 10:00:00,ORD,LHR,sunny,UA,8,1676,12.978688778432623,headwind,B787,True
2022-09-27 08:00:00,2022-09-27 10:00:00,LAX,PEK,cloudy,DL,14,1681,16.29636125055661,crosswind,B747,True
2022-09-27 09:00:00,2022-09-27 11:00:00,LAX,PEK,sunny,DL,28,266,0.6829779888693199,tailwind,A321,False
2022-09-27 10:00:00,2022-09-27 12:00:00,DFW,HND,rainy,AA,7,1708,34.56130229344694,crosswind,B747,False
2022-09-27 11:00:00,2022-09-27 15:00:00,DFW,HND,cloudy,UA,4,1232,35.765883991677924,crosswind,A350,False
